10000 14.05
143.32 3400.19
10000 8.01
527.94 36.09
137.48 3325.86
1108.13 309.39
4732.08 3292.71
1258.75 1442.75
10000 1.62
228.86 32.97
199.72 272.01
21.65 68.65
193.37 185.04
0.01 47.01
10000 562.97
10000 8.0
0.01 3.08
730.79 914.79
4124.78 1945.38
456.28 0.01
10000 910.72
529.35 713.35
0.0 0.0
10000 539.23
489.63 356.31
567.76 234.57
10000 3394.54
756.14 9.44
96.45 13.71
222.37 350.77
116.76 163.76
10000 8.0
10000 10000.0
63.9 110.9
5.98 6.12
255.13 29.54
167.3 293.06
254.35 283.55
10000 10000.0
10000 494.82
2697.06 10000.0
2.16 1.88
82.95 129.95
289.17 9.21
109.28 156.28
258.94 409.83
10000 1135.47
250.12 515.67
10000 2544.93
10000 1811.06
969.37 926.71
53.07 100.07
1236.18 588.95
3384.15 2698.7
10000 901.97
5.27 52.27
414.32 580.49
2393.26 13.63
51.61 98.61
1145.9 1329.9
10000 10000.0
10000 0.0
473.95 657.95
189.58 373.58
489.94 673.94
91.58 138.58
307.88 14.22
438.59 258.05
708.02 892.02
29.38 76.38
41.57 88.57
139.17 323.17
10000 4449.86
755.22 956.72
22.28 69.28
74.64 121.64
1602.0 824.65
692.53 876.53
6.13 7.84
233.98 333.98
0.01 3.24
10000 10000.0
959.07 4464.41
73.64 120.64
533.96 275.35
93.05 8.01
51.27 98.27
7.65 1.8
1358.87 19.1
10000 712.21
4.35 51.35
10000 1.01
15.78 62.78
0.01 3.02
303.81 487.81
34.67 1.91
170.15 237.87
798.03 246.09
19.66 66.66
753.89 1312.03
111.31 10.06
447.82 453.07
4642.55 1681.27
473.63 15.44
895.6 10000.0
2651.75 10000.0
16.68 63.68
10000 185.05
329.26 513.26
783.27 329.55
10000 19.94
10000 10000.0
786.22 289.97
49.92 96.92
3574.28 1905.85
89.93 136.93
70.48 117.48
229.97 347.72
3285.82 2707.79
10000 1.71
2704.97 1936.69
196.67 380.67
223.52 407.52
349.18 641.82
10000 1629.32
24.59 71.59
1331.55 10000.0
0.01 5.8
0.01 0.01
214.54 389.75
1680.2 1864.2
10000 10000.0
0.01 2.99
753.81 937.81
132.75 179.75
10000 2426.33
63.75 110.75
568.82 631.22
118.17 14.74
10000 1687.62
426.48 610.48
282.73 1361.95
10000 1.93
489.64 426.98
542.2 413.58
362.51 546.51
0.01 3.33
1286.46 13.74
10000 185.13
80.53 127.53
73.94 120.94
2020.44 2523.89
54.37 101.37
366.22 550.22
151.69 303.44
359.89 543.89
98.29 145.29
666.75 1231.41
3297.1 0.01
1770.59 1954.59
3540.93 337.01
461.53 645.53
904.79 2047.69
317.38 8.01
1073.7 1257.7
16.18 63.18
898.39 664.93
10000 3646.88
3188.78 3372.78
10000 8.01
10000 8.01
3521.59 3705.59
462.77 646.77
482.65 666.65
3.88 50.88
4054.58 8.98
3460.3 266.17
684.84 412.19
1755.41 1806.17
41.65 44.34
1274.67 4228.01
927.46 408.6
138.71 18.84
115.39 162.39
10000 3370.43
10.28 57.28
133.46 180.46
335.16 429.04
2185.32 37.48
10000 1209.61
10.27 57.27
1.87 48.87
10000 10000.0
39.75 86.75
7.68 54.68
280.01 266.07
10000 1791.79
109.93 156.93
88.82 135.82
158.75 232.0
682.21 866.21
48.07 95.07
419.07 499.82
21.12 68.12
1165.98 513.75
10000 10000.0
50.27 97.27
1080.47 24.05
249.34 305.89
62.15 109.15
374.19 364.49
180.86 315.95
0.01 0.01
0.01 3.33
10000 3057.28
980.28 10000.0
450.37 10.55
4.6 1.78
50.36 97.36
1752.1 557.34
10000 2518.46
22.88 69.88
10000 3075.2
149.56 333.56
0.01 47.01
10000 8.01
2015.18 3927.25
26.78 73.78
49.83 96.83
639.46 520.39
706.87 597.75
45.17 92.17
0.0 0.13
1610.89 1148.9
1462.43 10000.0
10000 10000.0
303.66 487.66
0.0 0.9
27.26 74.26
10000 10000.0
4123.57 0.01
819.39 2369.05
2908.34 1585.26
493.7 677.7
10000 8.01
165.64 349.64
0.01 3.07
1028.2 10000.0
10000 2849.13
791.28 270.95
11.27 58.27
1.74 1.47
1143.04 554.94
10000 1.74
141.57 254.86
10000 2998.53
10000 10000.0
315.25 242.23
1.95 1.57
924.89 617.11
1548.72 371.58
818.63 608.06
817.15 3447.07
578.51 246.13
3.57 50.57
3005.97 3832.57
142.55 242.0
666.25 10000.0
10000 12.43
167.45 351.07
16.47 63.47
0.01 5.61
0.0 0.01
70.61 117.61
316.98 500.98
746.88 10000.0
10.15 57.15
10000 915.63
0.01 3.39
56.37 103.37
368.1 482.8
1.32 10.03
247.12 1591.36
13.03 60.03
2244.27 1620.51
2.44 1.72
10000 1855.74
1000.52 1743.45
1119.05 2269.38
182.82 242.22
975.68 1159.68
266.59 427.27
400.59 419.79
997.45 1181.45
10000 2569.16
556.52 3182.52
11.77 58.77
4239.36 4423.36
15.35 62.35
32.05 79.05
10000 1844.9
14.78 61.78
1030.09 877.0
0.01 47.01
293.85 250.07
10000 10000.0
812.48 3297.56
833.05 23.13
10000 564.44
85.79 4.94
10000 10000.0
10000 2101.48
1837.35 313.58
413.35 481.39
264.27 372.09
39.48 86.48
2481.65 31.86
51.36 98.36
3179.92 843.27
3711.96 419.24
162.63 244.48
75.17 122.17
1369.49 10000.0
730.43 914.43
2248.14 1138.17
10000 1180.76
10.27 57.27
144.94 236.07
0.01 3.12
601.96 341.37
60.82 107.82
307.38 325.65
389.23 543.32
1521.17 10000.0
5.49 52.49
1460.05 1321.97
1339.28 2162.29
101.25 148.25
1244.4 907.8
10000 8.0
