3983.47 2309.83
62.31 14.12
500.03 684.03
2189.64 567.4
4228.85 468.3
0.01 3.42
301.39 522.58
2776.26 0.01
224.62 244.97
10000 10000.0
79.77 126.77
844.08 14.85
0.07 0.01
0.01 3.34
10000 1.83
13.34 1.67
3.26 1.83
10000 10000.0
0.0 1.9
0.01 0.01
825.68 4199.83
10000 4502.06
116.04 163.04
570.22 356.04
102.48 149.48
192.99 259.88
1876.35 347.45
0.07 0.01
100.16 147.16
343.25 41.53
0.0 3.09
0.01 0.01
10000 2841.9
498.04 775.26
1396.65 43.14
0.01 1.71
3.77 50.77
66.62 113.62
1281.41 1465.41
331.54 515.54
271.77 404.87
121.04 168.04
10000 10000.0
10.37 57.37
786.25 635.94
2791.23 13.7
10000 8.01
10000 1.43
10000 0.0
773.79 538.02
10000 185.15
2807.66 540.48
10000 4701.48
129.3 176.3
262.74 21.94
214.8 464.84
368.03 552.03
134.02 181.02
358.57 584.42
10000 8.39
10000 10000.0
596.34 444.38
75.89 122.89
2326.51 546.54
10000 1.75
252.83 410.05
16.08 1.01
709.92 519.58
165.36 216.89
3.46 1.3
0.01 0.01
0.01 3.3
10000 1844.99
346.45 339.12
10000 1101.65
10000 2842.27
466.7 302.16
0.01 3.2
666.16 224.49
10000 8.0
10000 14.44
323.78 507.78
40.13 87.13
0.01 0.01
358.04 573.3
1.18 33.72
162.98 355.68
453.9 246.69
11.98 58.98
489.05 421.21
731.21 627.39
10000 1047.3
10000 10000.0
330.11 255.08
10000 10000.0
0.01 0.01
219.88 403.88
3188.78 727.75
3701.1 496.56
705.4 650.15
2197.11 260.87
10000 185.07
66.48 113.48
1264.78 973.01
329.96 439.83
893.26 1077.26
161.26 186.71
10000 10000.0
10000 1447.07
1302.69 934.86
8.72 55.72
10000 2111.73
0.01 3.18
337.16 2519.52
72.2 119.2
1700.42 275.98
63.94 110.94
1014.44 2353.97
10000 10000.0
2477.82 1851.19
138.91 42.3
3.3 50.3
2519.73 2703.73
