5.77 57.15
218.99 915.63
0.01 3.39
40.48 103.37
196.27 482.8
1.08 10.03
195.15 1591.36
13.03 60.03
6.15 1620.51
0.01 1.72
620.63 1855.74
1000.52 1743.45
1119.05 2269.38
58.22 242.22
182.61 1159.68
210.39 427.27
221.39 419.79
35.62 1181.45
1.63 2569.16
556.52 3182.52
1.09 58.77
4239.36 4423.36
15.35 62.35
6.41 79.05
1660.9 1844.9
14.24 61.78
499.11 877.0
0.01 47.01
66.07 250.07
6.71 10000.0
196.38 3297.56
2.13 23.13
380.44 564.44
0.01 4.94
839.44 10000.0
1289.51 2101.48
129.58 313.58
279.92 481.39
29.73 372.09
39.48 86.48
10.86 31.86
26.9 98.36
659.27 843.27
83.89 419.24
25.66 244.48
32.45 122.17
1369.49 10000.0
730.43 914.43
954.17 1138.17
672.74 1180.76
3.68 57.27
31.97 236.07
0.01 3.12
157.37 341.37
37.25 107.82
141.65 325.65
239.14 543.32
359.67 10000.0
0.01 52.49
808.06 1321.97
911.94 2162.29
94.47 148.25
347.74 907.8
0.0 8.0
10.45 2309.83
6.12 14.12
3.16 684.03
200.37 567.4
166.35 468.3
0.01 3.42
233.51 522.58
0.01 0.01
18.17 244.97
10000 10000.0
62.18 126.77
3.76 14.85
0.0 0.01
0.01 3.34
0.83 1.83
0.01 1.67
0.83 1.83
539.33 10000.0
0.0 1.9
0.0 0.01
448.82 4199.83
603.27 4502.06
77.54 163.04
4.95 356.04
102.48 149.48
75.88 259.88
85.23 347.45
0.01 0.01
13.91 147.16
13.54 41.53
0.0 3.09
0.0 0.01
165.2 2841.9
498.04 775.26
22.14 43.14
0.01 1.71
1.02 50.77
14.47 113.62
690.27 1465.41
52.77 515.54
220.87 404.87
18.92 168.04
1564.08 10000.0
2.94 57.37
268.66 635.94
5.7 13.7
0.01 8.01
0.43 1.43
0.0 0.0
354.02 538.02
1.15 185.15
356.48 540.48
677.72 4701.48
36.25 176.3
0.94 21.94
36.72 464.84
209.2 552.03
3.79 181.02
176.68 584.42
0.39 8.39
148.97 10000.0
260.38 444.38
75.89 122.89
362.54 546.54
0.75 1.75
179.65 410.05
0.01 1.01
329.56 519.58
4.22 216.89
0.18 1.3
0.0 0.01
0.01 3.3
63.07 1844.99
32.82 339.12
331.26 1101.65
1462.02 2842.27
104.01 302.16
0.01 3.2
40.49 224.49
0.0 8.0
1.76 14.44
11.58 507.78
12.59 87.13
0.01 0.01
163.38 573.3
1.18 33.72
162.98 355.68
40.91 246.69
11.98 58.98
18.19 421.21
443.39 627.39
647.33 1047.3
10000 10000.0
71.08 255.08
31.35 10000.0
0.0 0.01
32.36 403.88
283.67 727.75
53.83 496.56
466.15 650.15
46.46 260.87
1.07 185.07
26.3 113.48
789.01 973.01
41.95 439.83
227.83 1077.26
2.71 186.71
10000 10000.0
598.82 1447.07
750.86 934.86
8.72 55.72
1781.61 2111.73
0.01 3.18
122.15 2519.52
39.45 119.2
63.86 275.98
36.09 110.94
1014.44 2353.97
4653.54 10000.0
1667.19 1851.19
14.38 42.3
2.27 50.3
2146.76 2703.73
